,BN,CL,COND,DB,DBDR,DBN,DDR,DIR,FL,HN,HP,HPD,I,LEAD,MAND,MGL,MOVT,MOVTS,MS,NEW,No,OB,ORCH,ORG,PF,REVIEW,TPT,V,VA,VAR,VC,VDAG,VN
1,,,,,,,,,,,,,,,,,,,,,1505,,,,,,,BANNISTER,,,,,
2,,,,,,,,,,,,,,,,,,,,,1505,,,,,,,HARPER~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1505,,,,,,,THOMAS~,,,,,
0,,,,,,,,,,,,,,,,,,,,,1506,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1507,,,,,True,,,,,,,
0,,,,,,,,ARNE-ta,,,,,,,,,,,,,1508,,,,,True,,SCOTT~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1508,,,,,,,GAUDRY,,,,,
2,,,,,,,,,,,,,,,,,,,,,1508,,,,,,,BARTHELEMON~m,,,,,
0,,,,,,,,,,,,,,,,,,,,,1509,,,,,True,,REINHOLD,,,,,
1,,,,,,,,,,,,,,,,,,,,,1509,,,,,,,BANNISTER,,,,,
2,,,,,,,,,,,,,,,,,,,,,1509,,,,,,,HARPER~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1509,,,,,,,THOMAS~,,,,,
4,,,,,,,,,,,,,,,,,,,,,1509,,,,,,,THOMPSON~j,,,,,
0,,,,,,,,,,,,,,,,,,,,,1510,,,,,True,,BANNISTER,,,,,
1,,,,,,,,,,,,,,,,,,,,,1510,,,,,,,THOMAS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1510,,,,,,,HARPER~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1510,,,,,,,THOMPSON~j,,,,,
0,,,,,,,,,,,,,,,,,,,,,1511,,,,,True,,REINHOLD,,,,,
1,,,,,,,,,,,,,,,,,,,,,1511,,,,,,,BANNISTER,,,,,
2,,,,,,,,,,,,,,,,,,,,,1511,,,,,,,HARPER~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1511,,,,,,,THOMAS~,,,,,
4,,,,,,,,,,,,,,,,,,,,,1511,,,,,,,THOMPSON~j,,,,,
0,,,,,,,,,,,,,,,,,,,,,1514,,,,,True,,REINHOLD,,,,,
1,,,,,,,,,,,,,,,,,,,,,1514,,,,,,,BANNISTER,,,,,
2,,,,,,,,,,,,,,,,,,,,,1514,,,,,,,THOMAS~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1514,,,,,,,HARPER~,,,,,
4,,,,,,,,,,,,,,,,,,,,,1514,,,,,,,ESSER~,,,,,
0,,,,,,,,,,,,,,,,,,,,,1517,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1520,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1521,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1522,,,,,,,REINHOLD,,,,,
1,,,,,,,,,,,,,,,,,,,,,1522,,,,,,,BANNISTER,,,,,
2,,,,,,,,,,,,,,,,,,,,,1522,,,,,,,THOMAS~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1522,,,,,,,HARPER~,,,,,
4,,,,,,,,,,,,,,,,,,,,,1522,,,,,,,ESSER~,,,,,
5,,,,,,,,,,,,,,,,,,,,,1522,,,,,,,CATLEY~,,,,,
0,,,,,,,,,,,,,,,,,,,,,1523,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1526,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1527,,,,,True,,REINHOLD,,,,,
1,,,,,,,,,,,,,,,,,,,,,1527,,,,,,,BANNISTER,,,,,
2,,,,,,,,,,,,,,,,,,,,,1527,,,,,,,THOMAS~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1527,,,,,,,HARPER~,,,,,
4,,,,,,,,,,,,,,,,,,,,,1527,,,,,,,ESSER~,,,,,
5,,,,,,,,,,,,,,,,,,,,,1527,,,,,,,CATLEY~,,,,,
0,,,,,,,,,,,,,,,,,,,,,1529,,,,,True,,REINHOLD,,,,,
1,,,,,,,,,,,,,,,,,,,,,1529,,,,,,,HARPER~,,,,,
0,,,,,,,,,,,,,,,,,,,,,1530,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1531,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1532,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1534,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1535,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1536,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1537,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1538,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1539,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1540,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1541,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1542,,,,,True,,,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1543,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1544,,,,,True,,,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1545,,,,,,,,,,,,
0,,,,,,,,,,,,,,HAY-r,,,,,,,1547,,,,,,,FARINELLA~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1547,,,,,,,WEICHSELL~f,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1548,,,,,,,,,,,,
0,BAUMGARTEN-s,,,,,,,,,,,,,HAY-r,,,,,,,1549,EIFFERT,,,,,,FARINELLA~,,,CERVETTO-j,,
1,,,,,,,,,,,,,,,,,,,,,1549,,,,,,,WEICHSELL~f,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1550,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1551,,,,,,,CHAMPNESS,,,,,
1,,,,,,,,,,,,,,,,,,,,,1551,,,,,,,DYNE,,,,,
2,,,,,,,,,,,,,,,,,,,,,1551,,,,,,,JAMESON~,,,,,
0,,,,,,,,,,,,,,,,,,,,,1552,,,,,True,,,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1553,,,,,,,,,,,,
0,,,,,,,,,,,,,,XIMENES,,,,,,,1555,,,,,True,,NORRIS,,,,,
1,,,,,,,,,,,,,,,,,,,,,1555,,,,,,,PARRY-2,,,,,
2,,,,,,,,,,,,,,,,,,,,,1555,,,,,,,WEICHSELL~f,,,,,
3,,,,,,,,,,,,,,,,,,,,,1555,,,,,,,SCOTT~,,,,,
4,,,,,,,,,,,,,,,,,,,,,1555,,,,,,,GRASSI~,,,,,
0,,,,,,,,,,,,,,,,,,,,,1556,,,,,True,,,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1557,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1558,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1559,,,,,True,,,,,,,
0,,,,,,,,,,,,,,XIMENES,,,,,,,1560,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1561,,,,,True,,,,,,,
0,,,,,,,,ARNE-ta,,,,,,,,,,,,,1562,,,,,,,,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1563,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1564,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1565,,,,,True,,,,,,,
0,,,,,,,,,,,,,,XIMENES,,,,,,,1566,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1568,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1569,,,,,,,GRASSI~,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1570,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1572,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1574,,,,,True,,,,,,,
0,,,,,,,,,,,,,,LINLEY-t2,,,,,,,1575,,,,,True,,GRASSI~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1575,,,,,,,SAVOI,,,,,
0,,,,,,,,,,,,,,XIMENES,,,,,,,1576,,,,,True,,THOMAS~,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1577,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1579,,,,,True,,,,,,,
0,,,,,,,,GIARDINI,,,,,,,,,,,,,1580,,,,,True,,GRASSI~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1580,,,,,,,GERVASIO~,,,,,
0,,,,,,,,,,,,,,,,,,,,,1582,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1583,,,,,True,,GRASSI~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1583,,,,,,,CARARA~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1583,,,,,,,SAVOI,,,,,
3,,,,,,,,,,,,,,,,,,,,,1583,,,,,,,LOVATTINI,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1584,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1586,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1588,,,,,True,,,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1589,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1590,,,,,True,,SAVOI,,,,,
1,,,,,,,,,,,,,,,,,,,,,1590,,,,,,,GRASSI~,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1592,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1593,,,,,True,,,,,,,
0,,,,,,,,,,,,,,VACHON,,,,,,,1594,,,,,,,FRASI~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1594,,,,,,,GRASSI~,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1595,,,,,True,,SCHROETER~,,,,,
1,,,,,,,,ABEL,,,,,,,,,,,,,1595,,,,,,,,,,,,
0,,,,,,,,BACH,,,,,BACH,CELESTINO,,,,,,,1596,,,,,True,,GRASSI~,,,,,
1,,,,,,,,ABEL,,,,,ABEL,,,,,,,,1596,,,,,,,SAVOI,,,,,
2,,,,,,,,,,,,,FISCHER,,,,,,,,1596,,,,,,,,,,,,
3,,,,,,,,,,,,,WENDLING,,,,,,,,1596,,,,,,,,,,,,
4,,,,,,,,,,,,,CROSDILL,,,,,,,,1596,,,,,,,,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1597,,,,,,,,,,,,
0,,,,,,,,GIARDINI,,,,,,,,,,,,,1599,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1600,,,,,True,,GRASSI~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1600,,,,,,,DOYLE~,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1601,,,,,,,,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1602,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1605,,,,,True,,GUGLIELMI~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1605,,,,,,,GRASSI~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1605,,,,,,,SAVOI,,,,,
3,,,,,,,,,,,,,,,,,,,,,1605,,,,,,,MORIGI-a2,,,,,
0,,,,,,,,,,,,,,,,,,,,,1608,,,,,,,REINHOLD,,,,,
1,,,,,,,,,,,,,,,,,,,,,1608,,,,,,,BANNISTER,,,,,
2,,,,,,,,,,,,,,,,,,,,,1608,,,,,,,THOMPSON~j,,,,,
3,,,,,,,,,,,,,,,,,,,,,1608,,,,,,,FORBES~,,,,,
4,,,,,,,,,,,,,,,,,,,,,1608,,,,,,,CARTWRIGHT~1.],,,,,
0,,,,,,,,,,,,,,,,,,,,,1609,,,,,True,,CULVER,,,,,
1,,,,,,,,,,,,,,,,,,,,,1609,,,,,,,FORBES~,,,,,
0,,,,,,,,,,,,,,,,,,,,,1610,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,True,1611,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1612,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1613,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,True,1614,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1615,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1616,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1617,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,True,1618,,,,,True,,,,,,,
0,,,,,,,,,,,,,,SMART-1,,,,,,,1619,,,,,True,,THOMAS~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1619,,,,,,,BURTON-1,,,,,
2,,,,,,,,,,,,,,,,,,,,,1619,,,,,,,YOUNG_LADY,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1624,,,,,,,,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1625,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1626,,,,,True,,REINHOLD,,,,,
1,,,,,,,,,,,,,,,,,,,,,1626,,,,,,,VERNON,,,,,
2,,,,,,,,,,,,,,,,,,,,,1626,,,,,,,FRASI~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1626,,,,,,,WEICHSELL~f,,,,,
4,,,,,,,,,,,,,,,,,,,,,1626,,,,,,,SCOTT~,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1627,,,,,,,,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1629,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1630,,,,,True,,,,,,,
0,,,,,,,,,,,,,,PALMER-1,,,,,,True,1631,,,,,True,,CLARK,,,,,
1,,,,,,,,,,,,,,,,,,,,,1631,,,,,,,YOUNG_LADY,,,,,
2,,,,,,,,,,,,,,,,,,,,,1631,,,,,,,WARD~,,,,,
0,,,,,,,,,,,,,,,,,,,,,1632,,,,,True,,,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1633,,,,,,,,,,,,
0,,,,,,,,,,,,SCHROETER,,,,,,,,,1634,,,,,,,LEONI,,,,,SCHROETER-jH
1,,,,,,,,,,,,,,,,,,,,,1634,,,,,,,SCHROETER~,,,,,
0,,,,,,,,,,,,,,,,,,,,,1635,,,,,True,,LINLEY~e,,,,,
1,,,,,,,,,,,,,,,,,,,,,1635,,,,,,,WEICHSELL~f,,,,,
2,,,,,,,,,,,,,,,,,,,,,1635,,,,,,,LINLEY~M1,,,,,
3,,,,,,,,,,,,,,,,,,,,,1635,,,,,,,NORRIS,,,,,
4,,,,,,,,,,,,,,,,,,,,,1635,,,,,,,PARRY-2,,,,,
0,,,,,,,,,,,,,,,,,,,,,1636,,,,,True,,CATLEY~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1636,,,,,,,MATTOCKS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1636,,,,,,,VENABLES~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1636,,,,,,,RISTORINI,,,,,
4,,,,,,,,,,,,,,,,,,,,,1636,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,1637,,,,,True,,SMITH~1,,,,,
1,,,,,,,,,,,,,,,,,,,,,1637,,,,,,,HARPER~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1637,,,,,,,GALLI~,,,,,
0,,,,,,,,,,,,,,,,,,,,,1638,,,,,True,,LINLEY~e,,,,,
1,,,,,,,,,,,,,,,,,,,,,1638,,,,,,,WEICHSELL~f,,,,,
2,,,,,,,,,,,,,,,,,,,,,1638,,,,,,,LINLEY~M1,,,,,
3,,,,,,,,,,,,,,,,,,,,,1638,,,,,,,NORRIS,,,,,
4,,,,,,,,,,,,,,,,,,,,,1638,,,,,,,PARRY-2,,,,,
0,,,,,,,,,,,,,,,,,,,,,1639,,,,,True,,CATLEY~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1639,,,,,,,MATTOCKS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1639,,,,,,,VENABLES~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1639,,,,,,,RISTORINI,,,,,
4,,,,,,,,,,,,,,,,,,,,,1639,,,,,,,REINHOLD,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1641,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1642,,,,,True,,LINLEY~e,,,,,
1,,,,,,,,,,,,,,,,,,,,,1642,,,,,,,WEICHSELL~f,,,,,
2,,,,,,,,,,,,,,,,,,,,,1642,,,,,,,LINLEY~M1,,,,,
3,,,,,,,,,,,,,,,,,,,,,1642,,,,,,,NORRIS,,,,,
4,,,,,,,,,,,,,,,,,,,,,1642,,,,,,,PARRY-2,,,,,
0,,,,,,,,,,,,,,,,,,,,,1643,,,,,True,,CATLEY~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1643,,,,,,,MATTOCKS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1643,,,,,,,VENABLES~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1643,,,,,,,RISTORINI,,,,,
4,,,,,,,,,,,,,,,,,,,,,1643,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,1644,,,,,,,SMITH~1,,,,,
1,,,,,,,,,,,,,,,,,,,,,1644,,,,,,,HARPER~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1644,,,,,,,GALLI~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1644,,,,,,,VERNON,,,,,
4,,,,,,,,,,,,,,,,,,,,,1644,,,,,,,MEREDITH-1,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1645,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1646,,,,,True,,LINLEY~e,,,,,
1,,,,,,,,,,,,,,,,,,,,,1646,,,,,,,WEICHSELL~f,,,,,
2,,,,,,,,,,,,,,,,,,,,,1646,,,,,,,LINLEY~M1,,,,,
3,,,,,,,,,,,,,,,,,,,,,1646,,,,,,,NORRIS,,,,,
4,,,,,,,,,,,,,,,,,,,,,1646,,,,,,,PARRY-2,,,,,
0,,,,,,,,,,,,,,,,,,,,,1647,,,,,True,,CATLEY~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1647,,,,,,,MATTOCKS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1647,,,,,,,VENABLES~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1647,,,,,,,RISTORINI,,,,,
4,,,,,,,,,,,,,,,,,,,,,1647,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,1648,,,,,,,SMITH~1,,,,,
1,,,,,,,,,,,,,,,,,,,,,1648,,,,,,,HARPER~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1648,,,,,,,GALLI~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1648,,,,,,,VERNON,,,,,
4,,,,,,,,,,,,,,,,,,,,,1648,,,,,,,MEREDITH-1,,,,,
0,,,,,,,,,,,,,,,,,,,,,1649,,,,,True,,LINLEY~e,,,,,
1,,,,,,,,,,,,,,,,,,,,,1649,,,,,,,WEICHSELL~f,,,,,
2,,,,,,,,,,,,,,,,,,,,,1649,,,,,,,LINLEY~M1,,,,,
3,,,,,,,,,,,,,,,,,,,,,1649,,,,,,,NORRIS,,,,,
4,,,,,,,,,,,,,,,,,,,,,1649,,,,,,,PARRY-2,,,,,
0,,,,,,,,,,,,,,,,,,,,,1650,,,,,True,,CATLEY~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1650,,,,,,,MATTOCKS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1650,,,,,,,VENABLES~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1650,,,,,,,RISTORINI,,,,,
4,,,,,,,,,,,,,,,,,,,,,1650,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,1651,,,,,,,SMITH~1,,,,,
1,,,,,,,,,,,,,,,,,,,,,1651,,,,,,,HARPER~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1651,,,,,,,GALLI~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1651,,,,,,,VERNON,,,,,
4,,,,,,,,,,,,,,,,,,,,,1651,,,,,,,MEREDITH-1,,,,,
0,,,,,,,,,,,,,,LINLEY-t2,,,,,,,1652,,,,,True,,WEICHSELL~f,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1653,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1654,,,,,True,,LINLEY~e,,,,,
1,,,,,,,,,,,,,,,,,,,,,1654,,,,,,,WEICHSELL~f,,,,,
2,,,,,,,,,,,,,,,,,,,,,1654,,,,,,,LINLEY~M1,,,,,
3,,,,,,,,,,,,,,,,,,,,,1654,,,,,,,NORRIS,,,,,
4,,,,,,,,,,,,,,,,,,,,,1654,,,,,,,PARRY-2,,,,,
0,,,,,,,,,,,,,,,,,,,,,1655,,,,,True,,CATLEY~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1655,,,,,,,MATTOCKS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1655,,,,,,,VENABLES~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1655,,,,,,,RISTORINI,,,,,
4,,,,,,,,,,,,,,,,,,,,,1655,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,1657,,,,,True,,SALPIETRO~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1657,,,,,,,GERVASIO~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1657,,,,,,,FRASI~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1657,,,,,,,SAVOI,,,,,
0,,,,,,,,,,,,,,,,,,,,,1658,,,,,True,,LINLEY~e,,,,,
1,,,,,,,,,,,,,,,,,,,,,1658,,,,,,,WEICHSELL~f,,,,,
2,,,,,,,,,,,,,,,,,,,,,1658,,,,,,,LINLEY~M1,,,,,
3,,,,,,,,,,,,,,,,,,,,,1658,,,,,,,NORRIS,,,,,
4,,,,,,,,,,,,,,,,,,,,,1658,,,,,,,PARRY-2,,,,,
0,,,,,,,,,,,,,,,,,,,,,1659,,,,,True,,CATLEY~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1659,,,,,,,MATTOCKS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1659,,,,,,,VENABLES~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1659,,,,,,,RISTORINI,,,,,
4,,,,,,,,,,,,,,,,,,,,,1659,,,,,,,BARTHELEMON~m,,,,,
5,,,,,,,,,,,,,,,,,,,,,1659,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,1660,,,,,,,SMITH~1,,,,,
1,,,,,,,,,,,,,,,,,,,,,1660,,,,,,,HARPER~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1660,,,,,,,GALLI~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1660,,,,,,,VERNON,,,,,
4,,,,,,,,,,,,,,,,,,,,,1660,,,,,,,MEREDITH-1,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1661,,,,,,,GRASSI~,,,,,
1,,,,,,,,ABEL,,,,,,,,,,,,,1661,,,,,,,GALLI~,,,,,
0,,,,,,,,ABEL,,,,,,,,,,,,,1662,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1663,,,,,True,,LINLEY~e,,,,,
1,,,,,,,,,,,,,,,,,,,,,1663,,,,,,,WEICHSELL~f,,,,,
2,,,,,,,,,,,,,,,,,,,,,1663,,,,,,,LINLEY~M1,,,,,
3,,,,,,,,,,,,,,,,,,,,,1663,,,,,,,NORRIS,,,,,
4,,,,,,,,,,,,,,,,,,,,,1663,,,,,,,PARRY-2,,,,,
0,,,,,,,,,,,,,,,,,,,,,1664,,,,,True,,CATLEY~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1664,,,,,,,MATTOCKS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1664,,,,,,,VENABLES~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1664,,,,,,,RISTORINI,,,,,
4,,,,,,,,,,,,,,,,,,,,,1664,,,,,,,BARTHELEMON~m,,,,,
5,,,,,,,,,,,,,,,,,,,,,1664,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,1665,,,,,,,SMITH~1,,,,,
1,,,,,,,,,,,,,,,,,,,,,1665,,,,,,,HARPER~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1665,,,,,,,GALLI~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1665,,,,,,,VERNON,,,,,
4,,,,,,,,,,,,,,,,,,,,,1665,,,,,,,MEREDITH-1,,,,,
0,EICHNER,,,,,,,,WEISS,PUNTO,,,,CRAMER-w,,,,,,,1666,FISCHER,,,,True,,GRASSI~,,,CROSDILL,ABEL,
1,,,,,,,,,,,,,,,,,,,,,1666,,,,,,,WEICHSELL~f,,,,,
0,,,,,,,,,,,,,,,,,,,,,1667,,,,,True,,LINLEY~e,,,,,
1,,,,,,,,,,,,,,,,,,,,,1667,,,,,,,WEICHSELL~f,,,,,
2,,,,,,,,,,,,,,,,,,,,,1667,,,,,,,LINLEY~M1,,,,,
3,,,,,,,,,,,,,,,,,,,,,1667,,,,,,,NORRIS,,,,,
4,,,,,,,,,,,,,,,,,,,,,1667,,,,,,,PARRY-2,,,,,
0,,,,,,,,,,,,,,,,,,,,,1668,,,,,True,,CATLEY~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1668,,,,,,,MATTOCKS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1668,,,,,,,VENABLES~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1668,,,,,,,RISTORINI,,,,,
4,,,,,,,,,,,,,,,,,,,,,1668,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,1669,,,,,,,SMITH~1,,,,,
1,,,,,,,,,,,,,,,,,,,,,1669,,,,,,,HARPER~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1669,,,,,,,GALLI~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1669,,,,,,,VERNON,,,,,
4,,,,,,,,,,,,,,,,,,,,,1669,,,,,,,MEREDITH-1,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1670,,,,,,,GRASSI~,,,,,
1,,,,,,,,ABEL,,,,,,,,,,,,,1670,,,,,,,GALLI~,,,,,
0,,,,,,,,FISHER,,,,,,,,,,,,,1671,,,,,True,,,,,,,
0,,,,,,,,BACH,,,,,,,,,,,,,1672,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,1673,,,,,,,LINLEY~e,,,,,
1,,,,,,,,,,,,,,,,,,,,,1673,,,,,,,WEICHSELL~f,,,,,
2,,,,,,,,,,,,,,,,,,,,,1673,,,,,,,LINLEY~M1,,,,,
3,,,,,,,,,,,,,,,,,,,,,1673,,,,,,,NORRIS,,,,,
4,,,,,,,,,,,,,,,,,,,,,1673,,,,,,,PARRY-2,,,,,
0,,,,,,,,,,,,,,,,,,,,,1674,,,,,True,,CATLEY~,,,,,
1,,,,,,,,,,,,,,,,,,,,,1674,,,,,,,MATTOCKS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,1674,,,,,,,VENABLES~,,,,,
3,,,,,,,,,,,,,,,,,,,,,1674,,,,,,,RISTORINI,,,,,
4,,,,,,,,,,,,,,,,,,,,,1674,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,1675,,,,,,,SMITH~1,,,,,
1,,,,,,,,,,,,,,,,,,,,,1675,,,,,,,HARPER~,,,,,
